time_s,mode,aoa_rad,max_aoa_rad,command_rad,packet_loss,abort_requested,abort_requested_at,is_finite
0.0,NOMINAL,0.0019443531026066673,0.20943951023931953,-0.0,0.0,False,,True
0.1,NOMINAL,0.0017065921177251459,0.20943951023931953,-0.0025276590333886675,0.0,False,,True
0.2,NOMINAL,0.000736487312956433,0.20943951023931953,-0.0022185697530426895,0.0,False,,True
0.3,NOMINAL,-0.0002709794773035517,0.20943951023931953,-0.0009574335068433629,0.0,False,,True
0.4,NOMINAL,0.0013127298255961577,0.20943951023931953,0.0003522733204946172,0.0,False,,True
0.5,NOMINAL,-7.453275190859657e-05,0.20943951023931953,-0.001706548773275005,0.0,False,,True
0.6,NOMINAL,0.0018740188596517435,0.20943951023931953,9.689257748117554e-05,0.0,False,,True
0.7,NOMINAL,0.0015539244452179848,0.20943951023931953,-0.0024362245175472666,0.0,False,,True
0.8,NOMINAL,0.0014842692830828702,0.20943951023931953,-0.0020201017787833805,0.0,False,,True
0.9,NOMINAL,0.0029792984618163274,0.20943951023931953,-0.0019295500680077313,0.0,False,,True
1.0,NOMINAL,0.0016078555305678813,0.20943951023931953,-0.0038730880003612256,0.0,False,,True
1.1,NOMINAL,5.6473758491913184e-05,0.20943951023931953,-0.0020902121897382457,0.0,False,,True
1.2,NOMINAL,-0.0008612466696663641,0.20943951023931953,-7.341588603948714e-05,0.0,False,,True
1.3,NOMINAL,0.0001615538146743442,0.20943951023931953,0.0011196206705662733,0.0,False,,True
1.4,NOMINAL,0.00021636472724511946,0.20943951023931953,-0.00021001995907664746,0.0,False,,True
1.5,NOMINAL,-0.0014644163637037705,0.20943951023931953,-0.0002812741454186553,0.0,False,,True
1.6,NOMINAL,-0.00112546388333263,0.20943951023931953,0.0019037412728149018,0.0,False,,True
1.7,NOMINAL,-0.0023243502354868923,0.20943951023931953,0.0014631030483324191,0.0,False,,True
1.8,NOMINAL,-0.003861440623233572,0.20943951023931953,0.00302165530613296,0.0,False,,True
1.9,NOMINAL,-0.0056702582839090535,0.20943951023931953,0.005019872810203644,0.0,False,,True
2.0,NOMINAL,-0.0050592433769552905,0.20943951023931953,0.007371335769081769,0.0,False,,True
2.1,NOMINAL,-0.004853061848824143,0.20943951023931953,0.006577016390041878,0.0,False,,True
2.2,NOMINAL,-0.005065662267761794,0.20943951023931953,0.006308980403471385,0.0,False,,True
2.3,NOMINAL,-0.005852529056799168,0.20943951023931953,0.006585360948090332,0.0,False,,True
2.4,NOMINAL,-0.007345368976543799,0.20943951023931953,0.007608287773838919,0.0,False,,True
2.5,NOMINAL,-0.009417417666995326,0.20943951023931953,0.009548979669506939,0.0,False,,True
2.6,NOMINAL,-0.0123206527919487,0.20943951023931953,0.012242642967093924,0.0,False,,True
2.7,NOMINAL,-0.01491060113669114,0.20943951023931953,0.01601684862953331,0.0,False,,True
2.8,NOMINAL,-0.016311347052412738,0.20943951023931953,0.019383781477698484,0.0,False,,True
2.9,NOMINAL,-0.01837129288309592,0.20943951023931953,0.02120475116813656,0.0,False,,True
3.0,NOMINAL,-0.02068572509067619,0.20943951023931953,0.023882680748024698,0.0,False,,True
3.1,NOMINAL,-0.021304139988353225,0.20943951023931953,0.026891442617879048,0.0,False,,True
3.2,NOMINAL,-0.024718269222552932,0.20943951023931953,0.027695381984859192,0.0,False,,True
3.3,NOMINAL,-0.028933538082645725,0.20943951023931953,0.03213374998931881,0.0,False,,True
3.4,NOMINAL,-0.030509860171871694,0.20943951023931953,0.03761359950743944,0.0,False,,True
3.5,NOMINAL,-0.034045783577928895,0.20943951023931953,0.039662818223433205,0.0,False,,True
3.6,NOMINAL,-0.03888098505137636,0.20943951023931953,0.04425951865130757,0.0,False,,True
3.7,NOMINAL,-0.04219307348363328,0.20943951023931953,0.05054528056678927,0.0,False,,True
3.8,NOMINAL,-0.04665972945814819,0.20943951023931953,0.05485099552872326,0.0,False,,True
3.9,NOMINAL,-0.05275637730046747,0.20943951023931953,0.06065764829559265,0.0,False,,True
4.0,NOMINAL,-0.059253521086500636,0.20943951023931953,0.06858329049060771,0.0,False,,True
4.1,NOMINAL,-0.06383987359375581,0.20943951023931953,0.07702957741245083,0.0,False,,True
4.2,NOMINAL,-0.07009330574427258,0.20943951023931953,0.08299183567188256,0.0,False,,True
