time_s,mode,aoa_rad,max_aoa_rad,command_rad,packet_loss,abort_requested,abort_requested_at,is_finite,altitude_m,velocity_m_s,acceleration_g,dynamic_pressure_Pa,mach,thrust_N,mass_kg,pitch_rad,flight_path_angle_rad,estimated_aoa_rad,estimation_error_rad,kf_innovation
0.0,NOMINAL,9.999999999621423e-06,0.20943951023931953,-0.013962634015954637,0.0,False,,True,0.050101848436767495,0.1,0.40940150962530425,0.006125000000000001,0.0002915451895043732,7600000.0,549679.012345679,1.5317572351548236,1.570786326794897,0.00542721468490671,0.0054172146849070886,5.947842904626645
0.1,NOMINAL,-0.000408879020479036,0.20943951023931953,0.0,0.0,False,,True,0.14029435239383073,0.501392550224668,0.4125032823498403,0.15397821716835117,0.001461786686770567,7600000.0,549358.024691358,1.4892198055584656,1.5321661141753027,0.0024991742828336656,0.0029080533033127016,0.22924736089141948
0.2,NOMINAL,-0.000408879020479036,0.20943951023931953,0.013962634015954637,0.0,False,,True,0.2704475180084109,0.9049042421977928,0.4184802486003294,0.5015383805542953,0.0026382089624171837,7600000.0,549037.037037037,1.4433276309171406,1.4896286845789446,6.874597188162579e-05,0.0004776249923606618,1.033764774370401
0.3,NOMINAL,9.999999999621423e-06,0.20943951023931953,0.027925268031909273,0.0,False,,True,0.44027305411735684,1.3121792178858402,0.4281769979517874,1.0545777042519833,0.003825607057031022,7600000.0,548716.049382716,1.3942906221872235,1.443317630917141,-0.00582248531849815,0.005832485318497772,1.0146174308079623
0.4,NOMINAL,0.0008477580409569363,0.20943951023931953,0.04188790204786391,0.0,False,,True,0.6492840462232957,1.7253186136413177,0.442240696972722,1.8231492093333466,0.005030108400565623,7600000.0,548395.0617283949,1.3425172174307918,1.3934428641462666,8.405044280055014e-05,0.0007637075981563862,0.7449734707488562
0.5,NOMINAL,0.0021043951023929086,0.20943951023931953,0.05585053606381855,0.0,False,,True,0.8967595132104027,2.1468315881442828,0.4611533517789892,2.822726967991515,0.006259030058936599,7600000.0,548074.0740740739,1.288450626827047,1.3404128223283989,0.002270236706586215,0.0001658416041933064,0.28741342329350167
0.6,NOMINAL,0.0037799111843075384,0.20943951023931953,0.06981317007977318,0.0,False,,True,1.181715615516074,2.5796306615534434,0.48477606280450003,4.0754478024052725,0.007520865171588203,7600000.0,547753.0864197529,1.232769284423732,1.2846707156427395,0.003160882954321681,0.0006190282299858574,1.9732336705962457
0.7,NOMINAL,0.0058743062867008256,0.20943951023931953,0.08377580409572782,0.0,False,,True,1.5028930691040243,3.0267903594159744,0.5128838241493803,5.61061410450428,0.008824579309524095,7600000.0,547432.0987654319,1.176131760500391,1.226894978137031,0.0034290487821238475,0.002445257504576978,0.4743807309322961
0.8,NOMINAL,0.008387580409572548,0.20943951023931953,0.09773843811168247,0.0,False,,True,1.8587584978174363,3.491559695205937,0.5447168081784274,7.465660699668231,0.010179646888702279,7600000.0,547111.1111111109,1.1192790900747902,1.1677441800908184,0.014198435317177169,0.005810854907604621,1.50783347427491
0.9,NOMINAL,0.011319733552922928,0.20943951023931953,0.11170107212763711,0.0,False,,True,2.2475248848409395,3.9770857642722652,0.5791650140522417,9.685923520671135,0.01159524532527453,7600000.0,546790.1234567899,1.0629982991536877,1.1079593565218673,0.009102217349623878,0.0022175162032990504,0.7508531651497868
1.0,NOMINAL,0.014670765716751966,0.20943951023931953,0.12566370614359174,0.0,False,,True,2.667191738296756,4.486163675500331,0.6152581292658429,12.323710519599079,0.013079525958497387,7600000.0,546469.1358024689,1.0080050861574983,1.0483275334369357,0.019944935461601934,0.005274169744849969,0.7717818925921685
1.1,NOMINAL,0.01844067690105966,0.20943951023931953,0.13962634015954636,0.0,False,,True,3.1155987845572604,5.021218398268259,0.6519785935784307,15.437893474952492,0.01463956110864323,7600000.0,546148.1481481479,0.9549383102081481,0.9895644092564386,0.016965708781862234,0.0014749681191974263,1.4084688254819204
1.2,NOMINAL,0.022629467105846013,0.20943951023931953,0.153588974175501,0.0,False,,True,3.5904894101413274,5.584160682902989,0.6879862339102153,19.092496485033053,0.016280923982782962,7600000.0,545827.1604938268,0.9043938434636134,0.9323088431023021,0.017533652880489622,0.00509581422535639,1.036629755767848
1.3,NOMINAL,0.027237136331111023,0.20943951023931953,0.16755160819145562,0.0,False,,True,4.089582203425786,6.176039863990994,0.7226904873083462,23.353007756121347,0.018006676361633823,7600000.0,545506.1728395058,0.8568091023542667,0.8771567071325024,0.0259647259060021,0.0012724104251089219,0.8762424479219397
1.4,NOMINAL,0.03226368457685469,0.20943951023931953,0.18151424220741025,0.0,False,,True,4.610639215582241,6.797413727368656,0.75516181434064,28.286847596260255,0.019818446911029776,7600000.0,545185.1851851848,0.8125336514796636,0.824545417777412,0.0299771933734874,0.00228649120336729,2.032906370056663
1.5,NOMINAL,0.037709111843077014,0.20943951023931953,0.19547687622336488,0.0,False,,True,5.151530877236427,7.448026441992944,0.7848604471753443,33.9588472207166,0.02171549211778468,7600000.0,544864.1975308638,0.7718017218338221,0.7748245396365866,0.034899413258689095,0.0028096985843879194,2.1473116667379086
