time_s,mode,aoa_rad,max_aoa_rad,command_rad,packet_loss,abort_requested,abort_requested_at,is_finite,altitude_m,velocity_m_s,acceleration_g,dynamic_pressure_Pa,mach,thrust_N,mass_kg,pitch_rad,flight_path_angle_rad,estimated_aoa_rad,estimation_error_rad,kf_innovation
0.0,NOMINAL,9.999999999621423e-06,0.20943951023931953,-0.0016735703935809505,0.0,False,,True,0.05011512433400195,0.1,0.40906759178743846,0.006125000000000001,0.0002915451895043732,7600000.0,549679.012345679,1.5660183898101123,1.570786326794897,0.00023874042704435814,0.0002287404270447367,2.1236118990244566
0.1,NOMINAL,-4.0207111807744056e-05,0.20943951023931953,0.012289063622373687,0.0,False,,True,0.14042235018431076,0.5011568678341626,0.4099832856165946,0.15383349429451756,0.001461099565929031,7600000.0,549358.024691358,1.562207507651984,1.56605859692192,-0.0033983330915348317,0.0033581259797270877,0.610055864221545
0.2,NOMINAL,0.0003284647968635479,0.20943951023931953,0.00010116402226872066,0.0,False,,True,0.2710013618588818,0.9031081649213977,0.41083373869842854,0.4995494162353163,0.002632972581033298,7600000.0,549037.037037037,1.5682696362540678,1.5618790428551204,0.00016000353289218278,0.00016846126397136512,0.30187640880592476
0.3,NOMINAL,0.0003314997175316581,0.20943951023931953,0.014063798038223357,0.0,False,,True,0.4419287808892583,1.3057954504278346,0.41175785323142844,1.0443415302309238,0.00380699545710707,7600000.0,548716.049382716,1.5644418832007416,1.5679381365365361,-0.004284313779105688,0.004615813496637346,1.0690094662782494
0.4,NOMINAL,0.0007534136586784257,0.20943951023931953,0.00010116402226872066,0.0,False,,True,0.6532920460039134,1.709317368875848,0.41242379418455627,1.7894885530388622,0.004983457402594827,7600000.0,548395.0617283949,1.5698662364107667,1.5636884695420632,0.003060715308085179,0.0023073016494067535,1.8296542572575647
0.5,NOMINAL,0.0007564485793465359,0.20943951023931953,0.004649070691532005,0.0,False,,True,0.9051739248843984,2.1136356571729227,0.4132079238624062,2.736106311471316,0.006162248488890188,7600000.0,548074.0740740739,1.5682423242151846,1.5691097878314202,-0.00025936733420524804,0.001015815913551784,0.770745081953702
0.6,NOMINAL,0.0008959207000924785,0.20943951023931953,-0.000456046153934863,0.0,False,,True,1.197655849523179,2.518833778332816,0.4140279993234801,3.8856069023663933,0.0073436136873186566,7600000.0,547753.0864197529,1.5701627768584734,1.5673464035150921,0.0008482850238340511,4.763567625842738e-05,0.508647740990037
0.7,NOMINAL,0.0008822393154743757,0.20943951023931953,-0.0144186801698895,0.0,False,,True,1.5308039159374383,2.9248226064483163,0.4152245703074417,5.23894648533259,0.008527294801629946,7600000.0,547432.0987654319,1.5663146122052103,1.569280537542999,0.005035496362570124,0.004153257047095748,0.41186494733086454
0.8,NOMINAL,0.00044967891037761554,0.20943951023931953,-0.000456046153934863,0.0,False,,True,1.9047134191055648,3.3315211730956147,0.4157098832502891,6.7969337115119295,0.009713057424616242,7600000.0,547111.1111111109,1.5650032067468582,1.5658649332948327,-0.0023229969884811658,0.0027726758988587813,0.7131001331220237
0.9,NOMINAL,0.0004359975257595128,0.20943951023931953,-0.0144186801698895,0.0,False,,True,2.319439032170939,3.7391675748606055,0.4171903240846672,8.561672920342602,0.01090159739731347,7600000.0,546790.1234567899,1.5584202319023686,1.5645672092210987,0.004105817701979809,0.003669820176220296,1.0854269172335633
1.0,NOMINAL,3.4371206627525908e-06,0.20943951023931953,-0.000456046153934863,0.0,False,,True,2.775079122310936,4.1475739402814,0.4176051302126409,10.533576630110137,0.012092368657272848,7600000.0,546469.1358024689,1.5556174822886615,1.5584167947817058,-0.0033238332950686934,0.003327270415731446,5.3416479380304445
1.1,NOMINAL,-1.0244263955350164e-05,0.20943951023931953,-0.0037819823997935712,0.0,False,,True,3.271701655957853,4.556925134673822,0.418771786856091,12.71475780283523,0.013285911878172562,7600000.0,546148.1481481479,1.5514381476876191,1.5556277265526168,0.001379587569510691,0.0013898318334660412,0.9281906003774183
1.2,NOMINAL,-0.0001237037359491655,0.20943951023931953,-0.017744616415748208,0.0,False,,True,3.809317466487814,4.967144142989208,0.421314700093692,15.106103523857378,0.014482004224568414,7600000.0,545827.1604938268,1.5427776325763125,1.5515618514235683,0.00906593804703725,0.009189641782986415,1.9185782327053533
1.3,NOMINAL,-0.0006560422284216383,0.20943951023931953,-0.0037819823997935712,0.0,False,,True,4.388033617369497,5.378171337717709,0.4215258051396538,17.70845733722928,0.01568047355161368,7600000.0,545506.1728395058,1.5369717528994247,1.5434336748047341,-0.00422981400121282,0.0035737717727911816,1.0576484890666014
1.4,NOMINAL,-0.0007695017004154536,0.20943951023931953,0.010180651616161066,0.0,False,,True,5.007963341618776,5.790324584544446,0.4216038132765958,20.525214854567466,0.016882248353722623,7600000.0,545185.1851851848,1.5341614941839343,1.5377412545998401,-0.0020048963373868276,0.001235394636971374,0.9716048825643699
1.5,NOMINAL,-0.00046408215193061153,0.20943951023931953,0.0241432856321157,0.0,False,,True,5.669216563292836,6.203354796545424,0.4217550590753499,23.556103883440844,0.018086604148568424,7600000.0,544864.1975308638,1.5345188805243457,1.534625576335865,-0.002468634486810471,0.0020045523348798597,0.7716646749729422
1.6,NOMINAL,0.000260216417032888,0.20943951023931953,0.02338201213507042,0.0,False,,True,6.371874504870069,6.616948541171796,0.4226109433303607,26.79982434647716,0.019292628838343834,7600000.0,544543.2098765428,1.5348083008754956,1.5342586641073128,0.0001047527917716908,0.0001554636252611972,1.769071783096855
1.7,NOMINAL,0.0009616767810849414,0.20943951023931953,0.012877932233269773,0.0,False,,True,7.11599352447468,7.031378771963084,0.4240598773576337,30.259484063086756,0.020501120006256424,7600000.0,544222.2222222218,1.5329279473622783,1.5338466240944106,0.003447178400672494,0.0024855016195875525,0.9655133481197347
1.8,NOMINAL,0.001348014748083104,0.20943951023931953,0.026840566249224408,0.0,False,,True,7.90168451199621,7.446915863356883,0.42420766739435456,33.938715908935706,0.021712867745519608,7600000.0,543901.2345679008,1.5338462732783564,1.5315799326141952,0.001346258406091855,1.756341991249015e-06,1.6447972237919783
1.9,NOMINAL,0.002153231735559924,0.20943951023931953,0.02122188611847002,0.0,False,,True,8.729020874482435,7.862920575123083,0.4252570013308245,37.8329447482522,0.022926010027341844,7600000.0,543580.2469135798,1.5337937076053532,1.5316930415427965,0.003101885343311196,0.0009486536077512719,0.3745907602686284
2.0,NOMINAL,0.0027898883191139756,0.20943951023931953,0.028797009419082368,0.0,False,,True,9.598097470845381,8.27991815182594,0.425793434767034,41.94808936773207,0.024142080092220644,7600000.0,543259.2592592587,1.535245673105918,1.5310038192862392,0.00364921776466721,0.0008593294455532343,3.9100742320142676
2.1,NOMINAL,0.0036537986016864643,0.20943951023931953,0.02041303708833088,0.0,False,,True,10.508985348150631,8.697449049681868,0.4269071857861058,46.28065316089596,0.02535973984102749,7600000.0,542938.2716049377,1.5353254551774929,1.5315918745042316,0.0045120711304082045,0.0008582725287217402,1.7048351987003052
2.2,NOMINAL,0.004266189714336344,0.20943951023931953,0.009872750671829147,0.0,False,,True,11.461737128761985,9.11607512251746,0.4284534346863433,50.83758871913732,0.02658062931468569,7600000.0,542617.2839506167,1.5336115496939033,1.5310592654631565,0.007127971757068724,0.0028617820427323803,0.7099038784749072
2.3,NOMINAL,0.0045623722344911855,0.20943951023931953,0.023835384687783782,0.0,False,,True,12.45646873054891,9.535826235019059,0.4284967922284958,55.62078710003986,0.027804837438053977,7600000.0,542296.2962962957,1.5342158459700173,1.5290491774594122,0.0045720904441709405,9.718209679755035e-06,0.6668099232975806
2.4,NOMINAL,0.005277433775124685,0.20943951023931953,0.011006521954348992,0.0,False,,True,13.493229430343849,9.956036655797796,0.43013122708029206,60.623725665343265,0.029030424910983826,7600000.0,541975.3086419747,1.5327921074856252,1.5289384121948926,0.007016199239242555,0.0017387654641178706,2.169408608756346
2.5,NOMINAL,0.005607629433755257,0.20943951023931953,0.02496915597030363,0.0,False,,True,14.57213585101394,10.3774743774584,0.4301740178747819,65.8567078410461,0.03025963292540771,7600000.0,541654.3209876537,1.5335448523175668,1.52718447805187,0.004713329131403347,0.0008943003023519098,0.8140286084374837
2.6,NOMINAL,0.006356704112864264,0.20943951023931953,0.011006521954348992,0.0,False,,True,15.693234380197508,10.799330978908362,0.43188186495917347,71.31079126735014,0.03149010609918537,7600000.0,541333.3333333327,1.5322292750534077,1.5271881482047025,0.008441727839273196,0.0020850237264089314,1.065794782400014
2.7,NOMINAL,0.006686899771494836,0.20943951023931953,0.02496915597030363,0.0,False,,True,16.8566432387895,11.222474696759075,0.43188773540451075,76.99837167363563,0.03272437800232944,7600000.0,541012.3456790117,1.5329778168381176,1.5255423752819128,0.002382908558113906,0.00430399121338093,1.5479410369003583
2.8,NOMINAL,0.007435974450603844,0.20943951023931953,0.011006521954348992,0.0,False,,True,18.062407881737727,11.646011882755726,0.43361322113196826,82.90854364039441,0.03395984470423535,7600000.0,540691.3580246906,1.531778213671861,1.5255418423875138,0.008697351211502186,0.0012613767608983424,0.8838406985064206
2.9,NOMINAL,0.007766170109234416,0.20943951023931953,0.02496915597030363,0.0,False,,True,19.31064797973435,12.07085417682326,0.4336008499547766,89.05518882037714,0.03519916642471413,7600000.0,540370.3703703696,1.5325318108253785,1.5240120435626265,0.007520816503887768,0.00024535360534664805,0.6168258475256052
3.0,NOMINAL,0.008515244788343423,0.20943951023931953,0.038931789986258264,0.0,False,,True,20.601460510141937,12.49607135071653,0.43411908571573643,95.42593801305459,0.036439632522028836,7600000.0,540049.3827160486,1.535314235388013,1.524016566037035,0.005125496407810881,0.0033897483805325427,0.9269515242973985
3.1,NOMINAL,0.009683198487931088,0.20943951023931953,0.02496915597030363,0.0,False,,True,21.934920951248433,12.921302168071978,0.43515049356291235,102.01547554005947,0.037680191458837844,7600000.0,539728.3950617276,1.5363960184554288,1.5256310369000818,0.013808396626654068,0.004125198138722979,1.5447242905024332
3.2,NOMINAL,0.010432273167040096,0.20943951023931953,0.011006521954348992,0.0,False,,True,23.311081859994683,13.348016656544784,0.43672147905602826,108.84759600178698,0.03892513191745637,7600000.0,539407.4074074066,1.5357227765842159,1.5259637452883887,0.0146416854284305,0.004209412261390403,0.26981120079438364
3.3,NOMINAL,0.010762468825670668,0.20943951023931953,-0.0029561120616056445,0.0,False,,True,24.729963287932534,13.776077915000686,0.43903389881400606,115.92209727211292,0.04017405668498834,7600000.0,539086.4197530856,1.5332481003213623,1.5249603077585452,0.018241976307182352,0.0074795074815116845,1.011812237354034
