time_s,mode,aoa_rad,max_aoa_rad,command_rad,packet_loss,abort_requested,abort_requested_at,is_finite,altitude_m,velocity_m_s,acceleration_g,dynamic_pressure_Pa,mach,thrust_N,mass_kg,pitch_rad,flight_path_angle_rad,estimated_aoa_rad,estimation_error_rad,kf_innovation
0.0,NOMINAL,9.999999999621423e-06,0.20943951023931953,-0.013962634015954637,0.0,False,,True,0.050101848436767495,0.1,0.4094014562225299,0.006125000000000001,0.0002915451895043732,7600000.0,549679.012345679,1.5317593992075411,1.570786326794897,0.003305586828199504,0.0032955868281998825,3.898983798784313
0.1,NOMINAL,-0.000408879020479036,0.20943951023931953,0.0,0.0,False,,True,0.14029436407132473,0.5013925082896605,0.4124882955903606,0.15397819141177616,0.001461786564511001,7600000.0,549358.024691358,1.489343350662413,1.5321682782280202,0.0014785027876961692,0.0018873818081752052,0.15910583948049087
0.2,NOMINAL,-0.000408879020479036,0.20943951023931953,0.013962634015954637,0.0,False,,True,0.2704486950619734,0.9048952721168365,0.4184368940586161,0.5015284373632255,0.0026381828105366263,7600000.0,549037.037037037,1.44359218577634,1.489752229682892,-0.004742508515424509,0.004333629494945473,0.7698619469336203
0.3,NOMINAL,9.999999999621423e-06,0.20943951023931953,0.027925268031909273,0.0,False,,True,0.4402790310693076,1.3121465193380346,0.4280627668436846,1.0545251461483849,0.003825511725747846,7600000.0,548716.049382716,1.3947496302881455,1.4435821857763405,0.002742303131841408,0.0027323031318417868,1.2678924704754277
0.4,NOMINAL,0.0008477580409569363,0.20943951023931953,0.04188790204786391,0.0,False,,True,0.6493033411166736,1.7252256231015983,0.4421021436483873,1.822952686598775,0.005029837290113162,7600000.0,548395.0617283949,1.3431179060940268,1.3939018722471885,-0.0024931894691339303,0.0033409475100908666,0.6788509085053925
0.5,NOMINAL,0.0021043951023929086,0.20943951023931953,0.05585053606381855,0.0,False,,True,0.896806384582309,2.1466663246814335,0.460850055403595,2.8222923903026857,0.006258548239094173,7600000.0,548074.0740740739,1.28925837014493,1.341013510991634,0.0026323763962320494,0.0005279812938391408,1.524875649787019
0.6,NOMINAL,0.0037799111843075384,0.20943951023931953,0.06981317007977318,0.0,False,,True,1.181813645608589,2.5793060166305257,0.48430459792245717,4.074422059315516,0.00751991867933459,7600000.0,547753.0864197529,1.2338050029028105,1.2854784589606225,0.002266341198851367,0.0015135699854561713,1.235855264725437
0.7,NOMINAL,0.0058743062867008256,0.20943951023931953,0.08377580409572782,0.0,False,,True,1.5030783305665039,3.026212891961048,0.5121391979914387,5.6084733973621965,0.008822895718253681,7600000.0,547432.0987654319,1.1774355019296463,1.2279306966161097,0.0066152235449420185,0.000740917258241193,0.9897672951530242
0.8,NOMINAL,0.00838758040957277,0.20943951023931953,0.09773843811168247,0.0,False,,True,1.8590838347387817,3.4905705235310287,0.5437528372251581,7.461431038096929,0.010176762978647447,7600000.0,547111.1111111109,1.1208481526956235,1.1690479215200735,0.013639213928749155,0.0052516335191763845,0.3637618009175842
0.9,NOMINAL,0.01131973355292315,0.20943951023931953,0.11170107212763711,0.0,False,,True,2.2480627852970274,3.9755434965243994,0.5779359099166815,9.678412429118595,0.011590748866110036,7600000.0,546790.1234567899,1.0648330973641966,1.1095284191427004,0.00814976831134592,0.0031699652415772307,1.7194983250669382
1.0,NOMINAL,0.014670765716752188,0.20943951023931953,0.12566370614359174,0.0,False,,True,2.668037084049508,4.483886610015838,0.6136971830366105,12.311202495514802,0.013072887194636396,7600000.0,546469.1358024689,1.0101105840231823,1.0501623316474444,0.008972114574316499,0.005698651142435689,1.487338694073194
1.1,NOMINAL,0.018440676901059994,0.20943951023931953,0.13962634015954636,0.0,False,,True,3.1168715409597985,5.017967357473349,0.650122273642143,15.417907559438161,0.014630082709947888,7600000.0,546148.1481481479,0.9573042272800403,0.9916699071221223,0.01740576471768091,0.0010349121833790852,0.6704704669897426
1.2,NOMINAL,0.022629467105846346,0.20943951023931953,0.153588974175501,0.0,False,,True,3.5923360594750813,5.579701189487573,0.6858516125579449,19.062011390089822,0.01626792232089692,7600000.0,545827.1604938268,0.9070040827644696,0.9346747601741939,0.019094146625674064,0.003535320480172282,1.4287178506555702
