time_s,mode,aoa_rad,max_aoa_rad,command_rad,packet_loss,abort_requested,abort_requested_at,is_finite
0.0,NOMINAL,0.0010584885509368105,0.20943951023931953,-0.0,0.0,False,,True
0.1,NOMINAL,0.0016951128326372785,0.20943951023931953,-0.0013760351162178538,0.0,False,,True
0.2,NOMINAL,0.00174521167138204,0.20943951023931953,-0.002203646682428462,0.0,False,,True
0.3,NOMINAL,0.0006168031911101641,0.20943951023931953,-0.002268775172796652,0.0,False,,True
0.4,NOMINAL,-0.0002884535714629318,0.20943951023931953,-0.0008018441484432134,0.0,False,,True
0.5,NOMINAL,-0.0020249956661758097,0.20943951023931953,0.0003749896429018114,0.0,False,,True
0.6,NOMINAL,-0.0006544243835712087,0.20943951023931953,0.002632494366028553,0.0,False,,True
0.7,NOMINAL,-0.0022766777539753973,0.20943951023931953,0.0008507516986425713,0.0,False,,True
0.8,NOMINAL,-0.001511488343948425,0.20943951023931953,0.0029596810801680164,0.0,False,,True
0.9,NOMINAL,-0.002725469379403738,0.20943951023931953,0.0019649348471329525,0.0,False,,True
1.0,NOMINAL,-0.004548138803768524,0.20943951023931953,0.003543110193224859,0.0,False,,True
1.1,NOMINAL,-0.004177365681051835,0.20943951023931953,0.005912580444899082,0.0,False,,True
1.2,NOMINAL,-0.003554075646759674,0.20943951023931953,0.005430575385367386,0.0,False,,True
1.3,NOMINAL,-0.0032456921570056235,0.20943951023931953,0.004620298340787576,0.0,False,,True
1.4,NOMINAL,-0.005335555999822513,0.20943951023931953,0.004219399804107311,0.0,False,,True
1.5,NOMINAL,-0.005228026467924789,0.20943951023931953,0.006936222799769267,0.0,False,,True
1.6,NOMINAL,-0.003882633961240914,0.20943951023931953,0.006796434408302227,0.0,False,,True
1.7,NOMINAL,-0.004829142666467057,0.20943951023931953,0.005047424149613188,0.0,False,,True
1.8,NOMINAL,-0.004487932220502295,0.20943951023931953,0.006277885466407174,0.0,False,,True
1.9,NOMINAL,-0.003443229009312411,0.20943951023931953,0.005834311886652984,0.0,False,,True
2.0,NOMINAL,-0.004249885056472761,0.20943951023931953,0.004476197712106135,0.0,False,,True
2.1,NOMINAL,-0.006124901205428091,0.20943951023931953,0.005524850573414589,0.0,False,,True
2.2,NOMINAL,-0.007048434403173106,0.20943951023931953,0.007962371567056517,0.0,False,,True
2.3,NOMINAL,-0.007398625569185966,0.20943951023931953,0.009162964724125039,0.0,False,,True
2.4,NOMINAL,-0.009992885945068843,0.20943951023931953,0.009618213239941756,0.0,False,,True
2.5,NOMINAL,-0.010401182885942632,0.20943951023931953,0.012990751728589496,0.0,False,,True
2.6,NOMINAL,-0.01309323515332034,0.20943951023931953,0.013521537751725422,0.0,False,,True
2.7,NOMINAL,-0.014421535426094112,0.20943951023931953,0.017021205699316443,0.0,False,,True
2.8,NOMINAL,-0.014973156903299001,0.20943951023931953,0.018747996053922345,0.0,False,,True
2.9,NOMINAL,-0.015980628285163768,0.20943951023931953,0.019465103974288703,0.0,False,,True
3.0,NOMINAL,-0.017980742602233125,0.20943951023931953,0.020774816770712898,0.0,False,,True
3.1,NOMINAL,-0.019418920733979057,0.20943951023931953,0.023374965382903064,0.0,False,,True
3.2,NOMINAL,-0.019730519000939473,0.20943951023931953,0.025244596954172777,0.0,False,,True
